"Gemeindeverwaltung Escholzmatt-Marbach","Escholzmatt-Marbach","gemeindeverwaltung@escholzmatt-marbach.ch","041 487 70 00","6182","Hauptstrasse","95","http://www.escholzmatt-marbach.ch"
"Administration communale","Etoy","greffe@etoy.ch","021 821 32 32 ","1163","pl. de la St-Jaques","3","http://www.etoy.ch"
"Administration communale","Essertines-sur-Rolle","greffe@essertines-sur-rolle.ch","021 828 34 97","1186","Rue du Collège","3","http://www.essertines-sur-rolle.ch"
"Secrétariat communal","Eschert","commune.eschert@bluewin.ch","032 493 40 85","2743","","","http://www.eschert.ch/"
"Administration Communale","Eysins","greffe@eysins.ch","022 361 34 95","1262","rue du Vieux Collège","1","http://www.eysins.ch"
"Commune d'Evionnaz","Evionnaz","commune@evionnaz.ch","027 767 11 13    ","1902","","","http://www.evionnaz.ch/"
"Gemeindekanzlei","Ettiswil","gemeindeverwaltung@ettiswil.ch","041 984 13 20","6218","Surseestrasse","5","http://www.ettiswil.ch"
"Gemeindeverwaltung","Evilard","info@evilard.ch","032 329 91 00","2533","rte Principale","37","http://www.evilard.ch/fr/"
"Gemeindeverwaltung","Fahrni","info@gemeinde-fahrni.ch","033 437 64 84","3617","Rachholtern","66B","http://www.gemeinde-fahrni.ch/"
"Einwohnergemeinde Etziken","Etziken","kanzlei@etziken.ch","032 614 31 23","4554","Bünackerweg ","11","http://www.etziken.ch/"
"Municipio di Faido","Faido","info@faido.ch","091 873 52 20","6760","Piazza Stefano Franscini","1","http://www.faido.ch"
"Administration communale de Fahy","Fahy","fahy.commune@bluewin.ch","032 476 66 68","2916","Rte de la Halle","79D","http://www.fahy.ch/"
"Gemeindekanzlei Fahrwangen","Fahrwangen","gemeindekanzlei@fahrwangen.ch","056 667 93 40","5615","Aescherstr.","2","http://www.fahrwangen.ch"
"Commune d'Evolène","Evolène","info@admin-evolene.ch","027 283 13 00","1983","Rue Centrale","216","http://www.commune-evolene.ch/"
"Gemeindeverwaltung","Felben-Wellhausen","info@felben-wellhausen.ch","052 728 08 28","8552","Poststr.","13","http://www.felben-wellhausen.ch"
"Gemeindeverwaltung","Fällanden","gemeinde@faellanden.ch","043 355 35 35","8117","Schwerzenbachstr.","10","http://www.faellanden.ch"
"Administration communale","Féchy","greffe@fechy.ch","021 821 12 40","1173","Place du Saugey","11","http://www.fechy.ch"
"Gemeinde Feldbrunnen St.Niklaus","Feldbrunnen-St. Niklaus","gemeinde@feldbrunnen.ch","032 622 86 05","4532","Baselstrasse","16","http://www.feldbrunnen.ch"
"Gemeindeverwaltung","Fehraltorf","gemeindeverwaltung@fehraltorf.ch","043 355 77 77","8320","Kempttalstr.","54","http://www.fehraltorf.ch"
"Administraziun communala Falera","Falera","info@falera.net","081 921 35 15","7153","Via Principala","45c","http://www.falera.net"
"Gemeindeverwaltung","Fehren","gemeinde@fehren.ch","061 791 91 11","4232","Kirchstr.","215","http://www.fehren.ch"
"Administration communale","Faoug","info@faoug.ch","026 670 14 10","1595","Route de Salavaux","1a","http://www.faoug.ch"
"Gemeindeverwaltung","Felsberg","gemeinde@felsberg.ch","081 257 00 11","7012","Schulstr.","1","http://www.felsberg.ch"
"Gemeinde Farnern","Farnern","gemeinde.farnern@greenmail.ch","032 636 31 01","4539","Lochbrunnegass","5","http://www.farnern.ch"
"Gemeindeverwaltung Fideris","Fideris","gemeinde@fideris.ch","081 330 55 00","7235","Platz","11","http://www.fideris.ch/"
"Commune de Ferpicloz","Ferpicloz","ferpicloz@bluewin.ch","026 413 25 91","1724","route de la Forêt","26","http://www.ferpicloz.ch"
"Administration communale de Fétigny","Fétigny","commune@fetigny.ch","026 660 25 46","1532","Au Village","174","http://www.fetigny.ch"
"Gemeinde Feusisberg","Feusisberg","info@feusisberg.ch","044 787 31 31","8835","Dorfstr.","38","http://www.feusisberg.ch"
"Commune de Fey","Fey","commune@fey-vd.ch","021 887 81 13","1044","Rue de l’Ancien Four","6","http://www.fey-vd.ch/index.html"
"Gemeinderatskanzlei","Feuerthalen","info@feuerthalen.ch","052 647 47 47","8245","Gemeindehaus Fürstengut","6","http://www.feuerthalen.ch"
"Gemeindekanzlei Ferrera","Ferrera","kanzlei@ferrera.ch","+41 81 661 15 85","7444","Schulhaus","","http://www.ferrera.ch"
"Administration communale","Ferreyres","administration@ferreyres.ch","021 866 12 02","1313","Route des Bois","3","http://www.ferreyres.ch"
"Gemeindeverwaltung","Ferden","gemeinde@ferden.ch","027 939 12 58","3916","","","http://www.ferden.ch/"
"Gemeindeverwaltung Ferenbalm ","Ferenbalm","gemeindeverwaltung@ferenbalm.ch","031 751 01 04","3206","Ofenhausstrasse ","37","http://www.ferenbalm.ch"
"Gemeindeverwaltung Fiesch","Fiesch","info@gemeinde-fiesch.ch","027 970 16 20","3984","Furkastrasse","44","http://www.fiesch.com/"
"Gemeindeverwaltung Fieschertal","Fieschertal","gemeinde@fieschertal.ch","027 971 19 45","3984","","","http://www.fieschertal.ch/"
"Administration communale","Finhaut","commune@finhaut.ch","027 768 12 10","1925","Place de l'église","3","http://www.finhaut.ch"
"Gemeindeverwaltung","Fischenthal","info@fischenthal.ch","055 265 60 00","8497","Oberhofstr","2","http://www.fischenthal.ch"
"Gemeinde Fischbach-Göslikon","Fischbach-Göslikon","gemeindekanzlei@fischbach-goeslikon.ch","056 619 17 70","5525","Alte Landstr.","27","http://www.fischbach-goeslikon.ch"
"Gemeindeverwaltung ","Fischbach","gemeindeverwaltung@fischbach.lu.ch","041 988 12 13   ","6145","Hauptstr.","11","http://www.fischbach-lu.ch"
"Gemeindeverwaltung Fisibach","Fisibach","gemeinde@fisibach.ch","043 433 10 80","5467","Dorfstrasse","165","http://www.fisibach.ch"
"Gemeindeverwaltung","Finsterhennen","gemeinde@finsterhennen.ch","032 396 12 77","2577","Zehntenweg","3","http://www.finsterhennen.ch/"
"Administration communale","Fiez","commune@fiez.ch","024 436 24 10","1420","Au Village","7","http://www.fiez.ch"
"Gemeindeverwaltung ","Fischingen","gemeinde@fischingen.ch","071 978 70 70 ","8376","Kurhausstr.","31","http://www.fischingen.ch"
"Gemeindeverwaltung Flims","Flims","Gemeinde@gemeindeflims.ch","081 928 29 29","7017","Via dil Casti","2","http://gemeindeflims.ch"
"Gemeindeverwaltung","Fislisbach","info@fislisbach.ch ","056 483 01 01","5442","Badenerstrasse","30","http://www.fislisbach.ch"
"Gemeindeverwaltung","Flums","info@flums.ch","081 734 05 05","8890","Marktstr.","25","http://www.flums.ch"
"Gemeindeverwaltung","Flawil","gemeinde@flawil.ch","071 394 17 17","9230","Bahnhofstr.","6","http://www.flawil.ch"
"Einwohnergemeinde Flumenthal","Flumenthal","gemeinde@flumenthal.ch","032 637 35 60","4534","Jurastrasse","6","http://www.flumenthal.ch"
"Gemeindeverwaltung","Flerden","gemeinde.flerden@bluewin.ch","081 651 42 52","7426","","","http://www.flerden.ch"
"Gemeindeverwaltung","Flühli","gemeindeverwaltung@fluehli.lu.ch","041 489 60 60","6173","Dorfstrasse","11","http://www.fluehli.ch"
"Gemeindekanzlei","Fläsch","info@flaesch.ch","081 302 23 95","7306","","","http://www.flaesch.ch"
"Gemeindeverwaltung","Flaach","gemeinde@flaach.zh.ch","052 318 11 06","8416","Wesenplatz","1","http://www.flaach.ch"
"Gemeinde Flüelen","Flüelen","gemeindekanzlei@flueelen.ch","041 874 10 00","6454","Dorfstr.","1","http://www.flueelen.ch"
"Gemeindeverwaltung","Flurlingen","gemeindeschreiber@flurlingen.ch","052 647 01 01","8247","Dorfstr.","36","http://www.flurlingen.ch/"
"Commune de Founex","Founex","greffe@founex.ch","022 960 88 88","1297","Rte de Châtaigneriaz","2","http://www.founex.ch"
"Gemeindeverwaltung Forst-Längenbühl","Forst-Längenbühl","gemeinde@3636.ch","033 356 02 15","3636","Seematt","7","http://www.forst-laengenbuehl.ch/"
"Administration communale","Fontaines-sur-Grandson","1421.greffe@bluewin.ch","024 436 14 91","1421","Clos de l'eau","7","http://www.fontaines-sur-grandson.ch"
"Stadt Frauenfeld","Frauenfeld","info@stadtfrauenfeld.ch","052 724 51 11","8500","Rathausplatz","4","http://www.frauenfeld.ch"
"Commune  de Forel (Lavaux)","Forel (Lavaux)","population@forel.ch","021 781 17 17","1072","Rte de Vevey","1","http://www.forel.ch/"
"Einwohnergemeinde Fraubrunnen","Fraubrunnen","gemeindeschreiberei@fraubrunnen.ch","031 760 30 30","3312","Zauggenriedstr.","1","http://www.fraubrunnen.ch"
"Gemeindeverwaltung","Frauenkappelen","gemeinde@frauenkappelen.ch","031 926 63 63","3202","Murtenstr.","62","http://www.frauenkappelen.ch"
"Gemeindeschreiberei","Fräschels","gemeindeschreiberei@fraeschels.ch","031 755 69 46","3284","Bahnhofplatz","2","http://www.fraeschels.ch"
"Commune de Fontenais","Fontenais","secretariat.fontenais@bluewin.ch","032 466 28 88","2902","Administration communale","","http://www.fontenais.ch/"
"Gemeindeverwaltung Freienstein-Teufen","Freienstein-Teufen","info@freienstein-teufen.ch","044 866 34 00","8427","Dorfstr.","7","http://www.freienstein-teufen.ch"
"Gemeinde Freienbach","Freienbach","gemeinde@freienbach.ch ","055 416 91 11","8807","Unterdorfstrasse","9","http://www.freienbach.ch/xml_"
"Gemeindeverwaltung","Frick","kanzlei@frick.ch ","062 865 28 00","5070","Hauptstr.","48","http://www.frick.ch/de/"
"Gemeindeverwaltung","Freimettigen","info@freimettigen.ch","031 791 13 42","3510","Schulhausstr.","7","http://www.freimettigen.ch/index.php?DE&sid=114&art=c"
"Administration Communale","Froideville","info@froideville.ch","021 881 22 27","1055","rue du Village","16","http://www.froideville.ch/xml_1/internet/fr/intro.cfm"
"Einwohnergemeinde Frenkendorf","Frenkendorf","gemeindeverwaltung@frenkendorf.bl.ch","061 906 10 10","4402","Bächliackerstr.","2","http://www.frenkendorf.ch"
"Ville de Fribourg","Fribourg","secretariat.administration@ville-fr.ch","026 351 71 04","1700","Place de l'Hôtel-de-Ville","3","http://www.ville-fribourg.ch"
"Gemeindeverwaltung","Freienwil","info@freienwil.ch","056 222 35 40","5423","Schulhausplatz","2","http://www.freienwil.ch"
"Gemeindeverwaltung","Frutigen","info@frutigen.ch ","033 672 52 00 ","3714","Badgasse","1","http://www.frutigen.ch/xml_1/internet/de/intro.cfm"
"Gemeindeverwaltung","Fulenbach","gemeinde@fulenbach.ch","062 917 10 10","4629","Innere Weid","1","http://www.fulenbach.ch"
"Gemeindekanzlei","Full-Reuenthal","gemeindekanzlei@full-reuenthal.ch","056 267 63 40 ","5324","Oberdorfstrasse ","222","http://www.full-reuenthal.ch"
"Commune de Fully","Fully","reception@admin.fully.ch","027 747 11 11    ","1926","Rue de l'Eglise","54","http://www.fully.ch"
"Gemeindeverwaltung","Füllinsdorf","info@fuellinsdorf.ch","061 906 98 11","4414","Mitteldorfstr.","4","http://www.fuellinsdorf.ch/"
"Gemeinde Gachnang","Gachnang","info@gachnang.ch","052 369 06 06","8547","Islikonerstr.","7","http://www.gachnang.ch"
"Gemeindekanzlei","Furna","gemeinde.furna@bluewin.ch","081 332 30 93","7232","Bim Anhora","","http://www.furna.ch/"
"Gemeindeverwaltung","Gächlingen","info@gaechlingen.ch","052 681 19 24","8214","Gemeindehausplatz","3","http://www.gaechlingen.ch"
"Gemeindeverwaltung Gais","Gais","gemeinde@gais.ar.ch","071 791 80 81","9056","Schulhausstrasse","1","http://www.gais.ch"
"Gemeindeverwaltung Galgenen","Galgenen","info@galgenen.ch ","055 450 24 50","8854","Büelstrasse ","15","http://www.galgenen.ch"
"Gemeindeverwaltung","Gaiserwald","info@gaiserwald.ch","071 313 86 86","9030","Hauptstr.","21","http://www.gaiserwald.ch"
"Stadtverwaltung Fürstenau","Fürstenau","stadt.fuerstenau@bluewin.ch","081 651 14 88","7414","Hauptstrasse","48","http://www.fuerstenau.ch/"
"Gemeindeverwaltung","Gals","info@gals.ch","032 338 23 13","3238","Dorfstr.","2","http://www.chules.ch"
"Gemeindeverwaltung","Gampelen","info@gampelen.ch","032 313 42 22 ","3236","Oberdorfstr.","14","http://www.gampelen.ch/Home.1.0.html"
"Gemeindeverwaltung","Geltwil","gemeinde@geltwil.ch","056 670 98 00","5637","Schulhaus","","http://www.geltwil.ch"
"Gemeindeverwaltung Gams","Gams","gemeinde@gams.ch","058 228 23 50","9473","","","http://www.gams.ch/"
"Gemeindekanzlei","Gebenstorf","gemeinde@gebenstorf.ch","056 201 94 00","5412","Vogelsangstrasse ","","http://www.gebenstorf.ch"
"Gemeinde Gampel-Bratsch","Gampel-Bratsch","gemeinde@gampel-bratsch.ch","027 933 69 00","3945","Kirchstrasse","6","http://www.gampel-bratsch.ch"
"Gemeindeverwaltung ","Gansingen","gemeindekanzlei@gansingen.ch ","062 865 01 50","5272","Hinterdorfstrasse ","1","http://www.gansingen.ch"
"Cancelleria comunale","Gambarogno","comune@gambarogno.ch","091 786 84 00","6573","Via Cantonale","138","http://www.gambarogno.ch/"
"Gemeindeverwaltung","Gelterkinden","gemeinde@gelterkinden.ch","061 985 22 22  ","4460","Marktgasse","8","http://www.gelterkinden.ch/"
"Gemeinde Gersau","Gersau","kanzlei@gersau.ch","041 829 70 70","6442","Ausserdorfstr.","7","http://www.gersau.ch"
"Commune de Genève","Genève","communication.web@ville-ge.ch ","022 418 29 00","1200","Rue de la Croix-Rouge","4","http://www.ville-geneve.ch/"
"Commune de Genolier","Genolier","greffe.genolier@bluewin.ch ","022 366 86 30","1272","pl. du Village","5","http://www.genolier.ch"
"Gemeindeverwaltung","Gerzensee","info@gerzensee.ch","031 781 01 88","3115","Spielgasse ","1","http://www.gerzensee.ch/"
"Einwohnergemeinde Gempen","Gempen","info@gempen.ch","061 701 86 26","4145","Hauptstr.","16","http://www.gempen.ch/"
"Mairie de Genthod","Genthod","info@genthod.ch","022 774 12 80","1294","rue du Village","37","http://www.genthod.ch/fr/"
"Gemeindeverwaltung","Geroldswil","info@geroldswil.ch","044 749 32 00","8954","Huebwiesenstrasse","34","http://www.geroldswil.ch/xml_1/internet/de/intro.cfm"
"Gemeinde Geuensee","Geuensee","gemeindeverwaltung@geuensee.lu.ch","041 925 79 79 ","6232","Chäppelimatt","7","http://www.geuensee.ch/"
"Gemeinde Gerlafingen","Gerlafingen","info@gerlafingen.ch","032 674 44 55 ","4563","Kriegstettenstr.","3","http://www.gerlafingen.ch"
"Administration communale de Gibloux","Gibloux","administration@commune-gibloux.ch","+41 26 411 96 00","1726","Rte de Grenilles","6","http://commune-gibloux.ch/"
"Commune de Giez","Giez","commune.giez@bluewin.ch","024 445 44 42","1429","","","http://www.giez.ch/"
"Gemeindeverwaltung","Giebenach","gemeinde@giebenach.bl.ch","061 815 91 11","4304","Schulgasse","20","http://www.giebenach.ch/"
"Administration Communale","Gimel","greffe@gimel.ch","021 828 00 80","1188","Place de l'Union","4","http://www.gimel.ch"
"Gemeindeverwaltung","Giffers","gemeinde@giffers.ch","026 418 12 72","1735","Dorfplatz","15","http://www.giffers.ch"
"Gemeindeverwaltung Gisikon","Gisikon","gemeinde@gisikon.ch","041 450 26 30","6038","Mühlehofstr.","5","http://www.gisikon.ch"
"Gemeindekanzlei ","Gipf-Oberfrick","kanzlei@gipf-oberfrick.ch","062 865 80 40","5073"," Landstrasse ","43","http://www.gipf-oberfrick.ch/"
"Comune di Giornico","Giornico","comune@giornico.ch","091 864 13 36","6745","","","http://www.giornico.ch/"
"Greffe municipal","Gingins","greffe@gingins.ch","022 369 92 22","1276","rte de Trélex","4","http://www.gingins.ch"
"Administration communale","Gilly","greffe@gilly.ch","021 824 16 11","1182","La place","1","http://www.gilly.ch"
"Gemeindeverwaltung","Giswil","gemeinde@giswil.ow.ch","041 676 77 00","6074","Kirchplatz","1","http://www.giswil.ch"
"Administration communale","Gland","greffe.municipal@gland.ch","+41 22 354 04 04","1196","Grand-Rue","38","http://www.gland.ch/"
"Gemeinde Glarus","Glarus","info@glarus.ch","058 611 81 11","8750","Gemeindehausplatz","5","http://www.glarus.ch/xml_1/internet/de/intro.cfm"
"Gemeinde Glarus Nord","Glarus Nord","kanzlei@glarus-nord.ch","058 611 70 11","8867","Schulstrasse","2","http://www.glarus-nord.ch"
"Gemeinde Glarus Süd","Glarus Süd","info@glarus-sued.ch","058 611 91 11","8756","Alte Landstrasse","25","http://www.glarus-sued.ch"
"Commune de Givrins","Givrins","greffe@givrins.ch","022 369 90 20","1271","Rte de la Bellangère","6","http://www.givrins.ch"
"Gemeindeverwaltung","Glattfelden","gemeinde@glattfelden.ch","044 868 32 32 ","8192","Dorfstr.","74","http://www.glattfelden.ch"
"Gemeinde Goldach","Goldach","info@goldach.ch","071 844 66 11","9403","Hauptstr.","2","http://www.goldach.ch"
"Administration communale","Gletterens","administration@gletterens.ch","026 667 20 67","1544","","","http://www.gletterens.ch/"
"Commune de Givisiez","Givisiez","commune@givisiez.ch","026 460 89 60","1762","Place d'Affry","1","http://www.givisiez.ch/"
"Administration communale","Gollion","gollion@bluewin.ch","021 861 37 97","1124","Place de l'Eglise","2","http://www.gollion.ch"
"Gemeindeverwaltung Gommiswald","Gommiswald","gemeindekanzlei@gommiswald.ch","058 228 70 20","8737","Rietwiesstr.","2","http://www.gommiswald.ch/"
"Goms","Goms","info@gemeinde-goms.ch","027 974 12 50","3998","Furkastrasse","35","https://www.gemeinde-goms.ch/"
"Bezirksverwaltung Gonten","Gonten","info@gonten.ch","071 794 16 02","9108","","","http://www.gonten.ch/"
"Gemeindeverwaltung","Gontenschwil","kanzlei@gontenschwil.ch","062 767 10 40","5728","Turnhallestrasse","623","http://www.gontenschwil.ch/"
"Gemeindeverwaltung","Gossau (ZH)","info@gossau-zh.ch ","044 936 55 11","8625","Berghofstr.","4","http://www.gossau-zh.ch/"
"Gemeindekanzlei","Göschenen","gemeinde@goeschenen.ch","041 885 13 89","6487","Göscheneralpstrasse","","http://www.goeschenen.ch"
"Gemeindeverwaltung","Gossau (SG)","stadtkanzlei@stadtgossau.ch","071 388 41 11","9200","Bahnhofstr.","25","http://www.stadtgossau.ch"
"Comune di Gordola","Gordola","info@gordola.ch","091 735 16 10","6596","via S. Gottardo","44","http://www.gordola.ch"
"Gemeindeverwaltung","Gondiswil","gemeinde@gondiswil.ch","062 962 01 12","4955","Hauptstr.","48","http://www.gondiswil.ch"
"Gemeindeverwaltung Graben","Graben","gemeinde@graben.ch","062 963 22 50","4913","Winkelstrasse","2","http://graben.ch/"
"Gemeindeverwaltung Gottlieben","Gottlieben","info@gottlieben.ch","071 669 12 82","8274","Kirchstr.","11","http://www.gottlieben.ch"
"Gemeindeverwaltung","Grabs","info@grabs.ch","081 750 35 00","9472","Sporgasse","7","http://www.grabs.ch"
"Administration communale","Goumoëns","info@goumoens.ch","021 886 15 20","1376","Rue du Château-Dessus","1","http://www.goumoens.ch/"
"Gemeindeverwaltung Grächen","Grächen","gemeinde@graechen.ch","027 955 15 00","3925","","","http://www.graechen.ch"
"Comune di Grancia","Grancia","comune.grancia@bluewin.ch","091 994 57 21","6916","","","http://www.grancia.ch/"
"Commune de Grandevent","Grandevent","grandevent@bluewin.ch","024 436 10 13","1421","","","http://www.communal.ch"
"Secrétariat communal","Grancy","admin@grancy.ch","021 861 14 80","1117","Pl. de la Fontaine","1","http://www.grancy.ch"
"Commune de Grandfontaine","Grandfontaine","commune.grandfontaine@bluewin.ch","032 476 61 74","2908","rue de la Férouse","42c","http://www.grandfontaine.ch"
"Administration communale","Grandcour","greffe@grandcour.ch","026 667 10 35","1543","Place des Chavannes","1","http://www.grandcour.ch"
"Municipalité de Grandval","Grandval","secretariat@grandval.ch","032 499 95 55","2745","Secrétariat municipal","29","http://www.grandval.ch/"
"Commune de Grandson","Grandson","greffe@grandson.ch","024 447 00 09","1422","rue Basse","57","http://www.grandson.ch/"
"Administration communale","Grandvillard","administration@grandvillard.ch ","026 928 11 50","1666","rue Saint-Jacques","6","http://grandvillard.ch"
"Commune de Granges (Veveyse) ","Granges (Veveyse)","admin@granges-veveyse.ch","021 947 41 73 ","1614","Chemin de la Chapelle","7","http://www.granges-veveyse.ch"
"Commune de Granges-Paccot","Granges-Paccot","commune@granges-paccot.ch","026 460 76 20","1763","rte de Chantemerle","60","http://www.granges-paccot.ch"
"Comune di Gravesano","Gravesano","info@gravesano.ch","091 610 44 44","6929","via Cantonale","30","http://www.gravesano.ch/"
"Gemeindehaus","Greifensee","info@greifensee.zh.ch","043 399 21 21","8606","Im Städtli","3","http://www.greifensee.ch"
"Gemeindeverwaltung Gränichen","Gränichen","kanzlei@graenichen.ch","062 855 88 77","5722","Lindenplatz","1","https://www.graenichen.ch/"
"Administration communale","Grangettes","commune.grangettes@bluewin.ch","026 652 57 52","1686","Route Centre-Village","5","http://www.rgv.ch/grangettes.html"
"Gemeindeverwaltung","Grellingen","gemeinde@grellingen.ch","061 741 17 17","4203","Baselstr.","6","http://www.grellingen.ch/"
"Stadt Grenchen","Grenchen","stadtkanzlei@grenchen.ch","032 655 66 66","2540","Bahnhofstrasse","23","http://www.grenchen.ch"
"Gemeindeverwaltung","Greng","verwaltung@greng.ch","026 672 18 82 / 83","3280","De Castella-Platz","19","http://www.greng.ch"
"Secrétariat communal","Grens","admingrens@bluewin.ch","022 361 58 47","1274","La place","1","http://www.grens.ch"
"Gemeindekanzlei","Grengiols","gemeinde@grengiols.ch","027 927 10 48","3993","Dorf","19","http://www.grengiols.ch"
"Gemeindeverwaltung Greppen","Greppen","info@greppen.ch","041 392 74 50","6404","Seestrasse","2","http://www.greppen.ch"
"Gemeindeverwaltung Grindel","Grindel","gemeindeverwaltung@grindel.ch","061 763 06 28","4247","Hauptstrasse","19","http://www.grindel.ch"
"Gemeindeverwaltung Gretzenbach","Gretzenbach","gemeinde@gretzenbach.ch ","062 858 80 50","5014","Köllikerstr.","31","http://www.gretzenbach.ch"
"Commune de Grimisuat","Grimisuat","administration@grimisuat.ch","027 399 28 52","1971","","","http://www.grimisuat.ch"
"Administration communale","Grolley","commune@grolley.ch","026 476 03 60","1772","Rte de l'Eglise","2","http://www.grolley.ch"
"Gemeindeverwaltung","Grindelwald","gemeindeverwaltung@gemeinde-grindelwald.ch","033 854 14 14","3818","Spillstattstrasse","2","http://www.gemeinde-grindelwald.ch/pages/de/Home.html"
"Gemeindekanzlei","Grüsch","gemeinde@gruesch.ch","081 300 12 01","7214","Oberdorf","22","http://www.gruesch.ch"
"Commune de Grône","Grône","administration@grone.ch","027 458 15 03","3979","Rue du Château ","6","http://www.grone.ch/"
"Gemeindeverwaltung","Grosswangen","gemeinde@grosswangen.ch","041 984 28 80","6022","Dorfstr.","6d","http://www.grosswangen.ch"
"Cancelleria Comunale","Grono","cancelleria@grono.ch","091 827 14 20","6537","","","http://www.grono.ch"
"Gemeindeverwaltung","Grosshöchstetten","info@grosshoechstetten.ch","031 710 21 10","3506","Kramgasse 3","","http://www.grosshoechstetten.ch/de/"
"Gemeinderatskanzlei","Grüningen","gemeinde@grueningen.ch","043 833 70 70","8627","Stedtligass","12","http://www.grueningen.ch"
"Commune de Gruyères","Gruyères","commune@gruyeres.ch","026 921 80 90","1663","Rue du Bourg","33","http://www.gruyeres.ch"
"Gemeindeverwaltung","Grossaffoltern","verwaltung@grossaffoltern.ch","032 389 08 80","3257","Dorfstr.","41","http://www.grossaffoltern.ch"
"Gemeindeverwaltung Grub AR","Grub (AR)","info@grub.ch","718911748","9035","Dorf","60","http://www.grub.ch/"
"Gemeindeverwaltung","Grossdietwil","gemeindeverwaltung@grossdietwil.lu.ch","062 927 12 13","6146","Luzernerstr.","3","http://www.grossdietwil.ch"
"Gemeindeverwaltung Gündlischwand","Gündlischwand","info@guendlischwand.ch","033 855 24 86","3815","Viertel","130E","http://guendlischwand.ch/47/Gemeindeverwaltung.html"
"Administration communale","Gryon","greffe.municipal@gryon.ch","024 498 00 30","1882","Rue du Village","1","http://www.gryon.ch"
"Gemeindeverwaltung","Gurbrü","gurbrue@bluewin.ch","031 755 53 10","3208","Oberdorf ","68","http://www.gurbrue.ch"
"Gemeindeverwaltung","Guggisberg","gemeinde.guggisberg@bluewin.ch ","031 735 51 29 ","3158","Dorf","67","http://www.gemeinde-guggisberg.ch/"
"Gemeindeverwaltung Günsberg","Günsberg","info@guensberg.ch","032 637 20 87","4524","Solothurnstr.","3","http://www.guensberg.ch"
"Gemeindeverwaltung Gunzgen","Gunzgen","info@gunzgen.ch ","062 209 20 60 ","4617","Allmendstr.","2","http://www.gunzgen.ch"
"Gemeindeverwaltung","Gsteigwiler","info@gsteigwiler.ch","033 822 13 09","3814","Halten ","90","http://www.gsteigwiler.ch/"
"Gemeindeverwaltung","Gsteig","gemeinde@gsteig.ch","033 755 19 77","3785","","","http://www.gsteig.ch"
"Gemeindeverwaltung","Gurtnellen","gemeinde@gurtnellen.ch","041 885 11 07","6482","","","http://www.gurtnellen.ch"
"Gemeindeverwaltung","Gurmels","gemeinde@gurmels.ch","026 674 93 33","3212","Schlösslistrasse","1","http://www.gurmels.ch"
"Gemeindekanzlei","Guttet-Feschel","gemeinde@guttet-feschel.ch","027 473 17 70","3956","","","http://www.guttet-feschel.ch/"
"Gemeindeverwaltung","Guttannen","m.gasser@guttannen.ch ","033 973 13 33","3864","Plätzli","186","http://www.guttannen.ch/"
"Gemeindeverwaltung","Gurzelen","gemeinde@gurzelen.ch","033 346 81 81 ","3663","Dörfli","117","http://www.gurzelen.ch/"
"Gemeindeverwaltung","Güttingen","info@guettingen.ch","071 694 10 10","8594","Bahnhofstr.","15","http://www.guettingen.ch/de/"
"Gemeindeverwaltung","Habsburg","verwaltung@habsburg.ch","056 441 54 35","5245","Dorfstrasse","51","http://www.habsburg.ch/"
"Mairie de Gy","Gy","info@mairie-gy.ch ","022 759 15 33 ","1251","rte de Gy","164","http://www.mairie-gy.ch/fr/"
"Gemeindeverwaltung","Häfelfingen","haefelfingen@vtxmail.ch","062 299 00 60","4445","Hauptstr.","83","http://www.haefelfingen.ch"
"Gemeindeverwaltung Habkern","Habkern","gemeinde@habkern.ch","033 843 82 10","3804","","","http://www.habkern.ch/"
"Gemeindeverwaltung","Hagenbuch","info@hagenbuch.zh.ch","052 368 69 69","8523","Dorfplatz","","http://www.hagenbuch.zh.ch"
"Einwohnergemeinde Hägendorf","Hägendorf","info@haegendorf.ch","062 209 17 17","4614","Bachstr.","11","http://www.haegendorf.ch"
"Gemeinde Häggenschwil","Häggenschwil","info@haeggenschwil.ch","058 228 25 20","9312","Dorfstr.","18","http://www.haeggenschwil.ch/"
"Gemeindeverwaltung","Hallwil","gemeinde@hallwil.ch ","062 777 30 10","5705","Haldenweg","332","http://www.hallwil.ch"
"Gemeindeverwaltung","Hasle (LU)","info@hasle-lu.ch","041 482 60 60","6166","Dorf","15","http://www.hasle-lu.ch"
"Gemeindeverwaltung","Hasle bei Burgdorf","info@hasle.ch ","034 460 45 45","3415","Bahnhofplatz","","http://www.hasle.ch/"
"Gemeindeverwaltung Hägglingen","Hägglingen","kanzlei@haegglingen.ch","056 616 60 20","5607","Oberdorfstr.","1","http://www.haegglingen.ch/"
"Gemeinde Hagneck","Hagneck","info@hagneck.ch","032 396 21 51","2575","Hauptstrasse","22","https://hagneck.ch/"
"Gemeindeverwaltung","Hallau","info@hallau.ch","052 687 08 40","8215","Hauptstrasse","44","http://www.hallau.ch"
"Gemeindeverwaltung","Halten","gemeinde@halten.ch","032 675 34 44","4566","Dorfstr.","7","http://www.halten.ch"
"Gemeindeverwaltung","Hasliberg","gemeinde@hasliberg.ch","033 972 11 50","6085","","","http://www.hasliberg.ch/"
"Gemeinde Härkingen","Härkingen","info@haerkingen.ch","062 389 04 40","4624","Fröschengasse","7","http://www.haerkingen.ch"
